Løpende nr,Lagring boksnr-plassnr,Lagring plassnr,PrøveID-(eksternt)-eller-PJS-nummer-(VI-internt),Andre nummer,Bakterie art/stamme,Art (vert),Prosjekt,Prioritert? (Ja/Nei),BESTILLER (epost for svar),"Skal DNA ekstraheres 
(Ja/Nei)",DNA ekstraksjon startdato,"Nanodrop, ng/µL",A260/A280,A260/A230 (2.0-2.2),"Qubit,  ng/µL","DNA ekstraksjon/måling,
link","Library Prep, startdato link (LPååååmmddINITIALER)","MS/NS run # 
link",Dato sekvensert 1.gang,Kommentarer,Faktura,Dato sekvensert 2.gang,Kommentarer 2,DNA ekstrakt kastet (dato) eller sendt,Unnamed: 25,Qubit (gammel)
2688,15-72,,2018-01-770-1-1-1-1,12,E.coli_ESBL/AmpC,,12010_15D_NRL,nei,jannice,ja,3/14/2022,33.2,1.95,1.58,30.93,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2689,15-73,,2018-01-2222-1-1-2-1,13,E.coli_ESBL/AmpC,,12010_15D_NRL,nei,jannice,ja,3/14/2022,115.4,1.93,0.86,64.29,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2690,15-74,,2018-22-458-1-1-1-1,14,E.coli_ESBL/AmpC,,12010_15D_NRL,nei,jannice,ja,3/14/2022,208.5,1.52,1.54,40.58,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2691,15-75,,2018-01-2808-1-1-2-1,15,E.coli_ESBL/AmpC,,12010_15D_NRL,nei,jannice,ja,3/14/2022,50.9,1.95,0.92,28.57,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2692,15-76,,2018-01-3140-1-1-1-1,16,E.coli,,12010_15D_NRL,nei,jannice,ja,3/14/2022,104.6,1.94,0.96,27.84,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2693,15-77,,2018-01-3498-1-1-1-1,17,E.coli,,12010_15D_NRL,nei,jannice,ja,3/14/2022,24.7,2.17,1.36,12.8,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2694,15-78,,2018-22-705-1-1-1-1,18,E.coli_ESBL/AmpC,,12010_15D_NRL,nei,jannice,ja,3/14/2022,64.5,2.02,1.2,48.22,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2695,15-79,,2018-22-711-1-1-1-1,19,E.coli_ESBL/AmpC,,12010_15D_NRL,nei,jannice,ja,3/14/2022,39.5,2.01,1.55,30.89,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2696,15-80,,2018-01-3306-1-1-2-1,20,E.coli_ESBL/AmpC,,12010_15D_NRL,nei,jannice,ja,3/14/2022,54.2,2.02,1.12,35.84,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2697,15-81,,2009-01-414-1-1-1-1,24,E.coli,,12010_32A_WGS_AMR,nei,jannice,ja,3/14/2022,46.1,2.04,1.41,25.79,DNAmål20220316WSG,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2698,1-Jan,,2022-50-55-F2  ,6N  B,Ukjent,,13075-30A1,nei,Anne berit Olsen,Nei,2/28/2022,63,2.0,1.6,17.9,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2699,2-Jan,,2022-50-148-F95 ,2N A,Ukjent,,13075-30A1,nei,Anne berit Olsen,Nei,2/28/2022,42.3,2.0,1.4,11.8,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2700,3-Jan,,2022-50-148-F95 ,5N A,Ukjent,,13075-30A1,nei,Anne berit Olsen,Nei,2/28/2022,70.8,2.0,1.9,24.9,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2701,4-Jan,,2009-01-3710-1-1-1-2,1,E.coli,12010_32A_WGS_AMR,12010_32A_WGS_AMR,nei,jannice,ja,3/22/2022,88.7,1.7,1.5,77.8,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2702,5-Jan,,2009-04-20410-1-2-1-1,2,E.coli,12010_32A_WGS_AMR,12010_32A_WGS_AMR,nei,jannice,ja,3/22/2022,89.8,1.7,1.5,84.1,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2703,6-Jan,,2010-01-1174-2-1-1-1,3,E.coli,12010_32A_WGS_AMR,12010_32A_WGS_AMR,nei,jannice,ja,3/22/2022,141.1,1.9,0.3,16.9,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2704,7-Jan,,2011-01-4484-1-1-1-1,4,E.coli,12010_32A_WGS_AMR,12010_32A_WGS_AMR,nei,jannice,ja,3/22/2022,81.4,1.8,1.5,80.6,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2705,8-Jan,,2011-01-5177-1-1-1-1,5,E.coli,12010_32A_WGS_AMR,12010_32A_WGS_AMR,nei,jannice,ja,3/22/2022,133,1.7,1.4,132.3,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2706,9-Jan,,2011-01-9148-1-1-1-1,6,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,167,1.8,1.7,137.4,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2707,10-Jan,,2012-01-6899-1-1-1-1-1,7,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,105,1.8,2,97,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2708,11-Jan,,2013-01-3880-1-1-1-1,8,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,52.1,1.8,1.8,42.6,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2709,12-Jan,,2013-01-4029-1-1-1-1,9,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,94.5,1.8,1.7,64,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2710,13-Jan,,2013-01-7242-1-1-1-1,10,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,65.5,1.8,1.7,50,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2711,14-Jan,,2014-01-7579-1-1-1-2,11,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,82.9,1.8,1.8,90.3,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2712,15-Jan,,2014-01-3694-1-1-1-1,12,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,81.9,1.8,0.6,18.1,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2713,16-Jan,,2015-01-425-1-1-1-1,13,E.coli_ESBL/AmpC,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,208.3,1.7,1.5,137.7,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2714,17-Jan,,2015-01-425-2-1-1-1,14,E.coli_ESBL/AmpC,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,109.8,1.8,1.9,87.6,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2715,18-Jan,,2015-01-3067-1-1-1-1,15,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,65.4,1.8,1.8,44.2,DNAmål20220323CAB,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2716,19-Jan,,2007-01-4968-1-1-1-1,16,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,56,1.8,1.5,47.4,DNAmål20220323CAB,LP20220420WHS_run98,#98,4/20/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2717,20-Jan,,2008-01-2153-5-1-1-1,17,E.coli,12010_32A_WGS_AMR,12010-32A-WGS-AMR,nei,jannice,ja,3/22/2022,107,1.9,1.8,59,DNAmål20220323CAB,LP20220420WHS_run98,#98,4/20/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2718,21-Jan,,2021-01-2927-1-1-1-1,18,E.coli,NORM-VET,NORM-VET,ja,jannice,ja,3/22/2022,54.8,1.8,1.6,45.1,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2719,22-Jan,,2022-01-893-1,19,E.coli,Ecoli-sepsis-pilot,Ecoli-sepsis-pilot,Ja,Camilla,ja,3/22/2022,100,1.8,1.7,75.9,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2720,23-Jan,,2022-01-893-6,20,E.coli,Ecoli-sepsis-pilot,Ecoli-sepsis-pilot,Ja,Camilla,ja,3/22/2022,87.5,1.7,1.4,81.7,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2721,24-Jan,,2022-01-893-8,21,E.coli,Ecoli-sepsis-pilot,Ecoli-sepsis-pilot,Ja,Camilla,ja,3/22/2022,90.6,1.8,1.3,54.6,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2722,25-Jan,,2022-01-894-3,22,E.coli,Ecoli-sepsis-pilot,Ecoli-sepsis-pilot,Ja,Camilla,ja,3/22/2022,60.5,1.8,1.2,64.3,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2723,26-Jan,,2022-01-894-5,23,E.coli,Ecoli-sepsis-pilot,Ecoli-sepsis-pilot,Ja,Camilla,ja,3/22/2022,88,1.8,1.5,64,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2724,27-Jan,,2022-01-894-7,24,E.coli,Ecoli-sepsis-pilot,Ecoli-sepsis-pilot,Ja,Camilla,ja,3/22/2022,167.8,2.0,0.4,16.6,DNAmål20220323CAB,,"#94, #95",3/25/2022,,04/22-CAB,3/29/2022,,Kastet 29.08.2023,,
2725,28-Jan,,2022-01-1074-1,S22/02,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,33.4,1.4,1.8,5.7,DNAmål20220330RFF,,#102,4/22/2022,"For lav DNA konsentrasjon, Girum ber om nye prøver fra EURL+hva elueringsbufferen var.",08/22-CAB,,,Kastet 29.08.2023,,
2726,29-Jan,,2022-01-1074-2,S22/03,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,38.8,1.4,2.3,7.8,DNAmål20220330RFF,,#102,5/11/2022,,,,,Kastet 29.08.2023,,
2727,30-Jan,,2022-01-1074-3,S22/05,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,32.6,1.4,2.2,6.6,DNAmål20220330RFF,,#102,5/11/2022,,,,,Kastet 29.08.2023,,
2728,31-Jan,,2022-01-1074-4,S22/06,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,34.4,1.3,2.3,6.9,DNAmål20220330RFF,,#102,5/11/2022,,,,,Kastet 29.08.2023,,
2729,Jan-32,,2022-01-1074-5,S22/07,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,52.7,1.5,1.8,16.1,DNAmål20220330RFF,,"#102, #105",5/11/2022,,08/22-CAB,6/3/2022,,Kastet 29.08.2023,,
2730,Jan-33,,2022-01-1074-6,S22/08,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,32.2,1.4,2,6.2,DNAmål20220330RFF,,#102,5/11/2022,,,,,Kastet 29.08.2023,,
2731,Jan-34,,2022-01-1074-7,S22/09,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,33.9,1.3,2.3,6.8,DNAmål20220330RFF,,#102,5/11/2022,,08/22-CAB,,,Kastet 29.08.2023,,
2732,Jan-35,,2022-01-1074-8,S22/10,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,34.1,1.6,1.8,6.7,DNAmål20220330RFF,,#102,5/11/2022,,,,,Kastet 29.08.2023,,
2733,Jan-36,,2022-01-1074-9,S22/control,Mycobacterium ,,12160_114_NRL,Ja,Girum,Nei,,37.2,1.4,2.1,8.4,DNAmål20220330RFF,,"#102, #105",4/22/2022,,08/22-CAB,6/3/2022,,Kastet 29.08.2023,,
2734,Jan-37,,2022-04-6021-2-s2,1,E.coli,,Ecoli-sepsis-pilot,Ja,Camilla,ja,3/28/2022,121.2,1.8,1.9,94.4,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2735,Jan-38,,2021-01-4364-4-s1,2,E.coli,,Ecoli-sepsis-pilot,nei,Camilla,ja,3/28/2022,71.7,1.8,1.8,73.4,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2736,Jan-39,,2022-01-159-3,3,E.coli,,Ecoli-sepsis-pilot,nei,Camilla,ja,3/28/2022,72.7,1.9,1.8,48.6,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2737,Jan-40,,2022-01-159-5,4,E.coli,,Ecoli-sepsis-pilot,nei,Camilla,ja,3/28/2022,62.4,1.8,2.1,58.3,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2738,Jan-41,,2022-01-908-2,5,Salmonella,,Salmonella-overvaakning-NRL,ja,Bjarne/Camilla,ja,3/28/2022,79.8,1.9,2.1,62.5,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2739,Jan-42,,2006-01-1248-1-1-1-1,6,E.coli,,12010-32A-WGS-AMR,nei,jannice,ja,3/28/2022,108.8,1.9,2.2,65.9,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2740,Jan-43,,2011-01-7313-01,1,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,31.4,1.8,1.7,23.5,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2741,Jan-44,,2012-50-2037,2,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,43.1,1.8,1.8,31.4,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2742,Jan-45,,2013-01-2277-5,3,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,40.1,1.8,1.6,34.4,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2743,Jan-46,,2013-01-5456-2,4,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,31.2,1.7,1.6,31.7,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2744,Jan-47,,2014-01-1027-12,5,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,37.4,1.8,1.6,31.7,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2745,Jan-48,,2015-01-1694-2,6,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,33.6,1.8,"(!) 1,356",39.4,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2746,Jan-49,,2015-01-2796-4,7,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,51.2,1.7,1.6,41.1,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2747,Jan-50,,2015-01-3749-2,8,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,32.3,1.8,1.7,29.5,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2748,Jan-51,,2016-01-4409,9,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,42.6,1.8,1.8,33,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2749,Jan-52,,2017-01-41-16,10,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,42,1.8,1.9,34.3,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2750,Jan-53,,2017-01-129-11,11,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,41.1,1.8,1.8,27.8,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2751,Jan-54,,2017-01-308-5,12,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,41.5,1.7,1.6,36.2,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2752,Jan-55,,2017-01-379-1,13,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,42.3,1.8,1.8,36.5,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2753,Jan-56,,2017-01-634-9,14,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,50.2,1.7,1.7,38.6,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2754,Jan-57,,2017-01-650-1,15,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,35,1.8,1.8,34.1,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2755,Jan-58,,2017-01-673-1,16,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,30.9,1.8,1.7,24.2,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2756,Jan-59,,2018-40-20358-3,17,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,35.8,1.8,1.8,25,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2757,Jan-60,,2019-01-286-1,18,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,37.7,1.8,1.7,23,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2758,Jan-61,,2019-01-2575-9,19,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,48.4,1.8,1.9,34.5,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2759,Jan-62,,2019-01-823-2,20,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,34.3,1.8,1.8,33.7,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2760,Jan-63,,2019-01-1933-11,21,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,42.3,1.8,1.6,37,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2761,Jan-64,,2019-01-4736,22,MRSA,,12010-32B-MRSA,nei,Marianne Sunde,ja,3/30/2022,38,1.8,1.8,34,DNAmål20220331RFF,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2762,Jan-65,,2022-50-278-F225-A,RBØ1- Nyre A,Flavob.ps,,13100-130A,ja,Hanne K. Nilsen,Nei,4/5/2022,40.1,1.9,1.9,29,,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2763,Jan-66,,2022-50-278-F225-B,RBØ3- Nyre B,Flavob.ps,,13100-130A,ja,Hanne K. Nilsen,Nei,4/5/2022,16.9,2.1,1.6,12.5,,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2764,Jan-67,,2022-50-278-F225-C ,RBØ3- milt C,Flavob.ps,,13100-130A,ja,Hanne K. Nilsen,Nei,4/5/2022,21.8,1.9,1.6,18.8,,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2765,Jan-68,,2022-50-278-F225-F,RBØ2- Nyre F,Flavob.ps,,13100-130A,ja,Hanne K. Nilsen,Nei,4/5/2022,16.4,2.0,1.6,6,,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2766,strips AI-pilot2,,2021-07-3090-1T-B,2,AI,,SEQ-TECH-AI,,Cathrine,Nei,,,,,100.8,,,#97,4/7/2022,,internfakturert SEQ-TECH 04/22-CAB,,,Kastet 29.08.2023,,
2767,strips AI-pilot2,,2022-07-100-1-B,3,AI,,SEQ-TECH-AI,,Cathrine,Nei,,,,,59.4,,,#97,4/7/2022,,internfakturert SEQ-TECH 04/22-CAB,,,Kastet 29.08.2023,,
2768,strips AI-pilot2,,2022-07-97-1-B,4,AI,,SEQ-TECH-AI,,Cathrine,Nei,,,,,#VERDI!,,,,,,,,,Kastet 29.08.2023,,
2769,strips AI-pilot2,,2021-07-3090-1T-C,5,AI,,SEQ-TECH-AI,,Cathrine,Nei,,,,,42.6,,,#97,4/7/2022,,internfakturert SEQ-TECH 04/22-CAB,,,Kastet 29.08.2023,,
2770,strips AI-pilot2,,2022-07-100-1-C,6,AI,,SEQ-TECH-AI,,Cathrine,Nei,,,,,47.6,,,#97,4/7/2022,,internfakturert SEQ-TECH 04/22-CAB,,,Kastet 29.08.2023,,
2771,strips AI-pilot2,,2022-07-97-1-C,7,AI,,SEQ-TECH-AI,,Cathrine,Nei,,,,,1.7,,,,,,,,,Kastet 29.08.2023,,
2772,Jan-69,,2022-01-1084-1,1,Salmonella,,Salmonella-overvaakning-NRL,ja,"Bjarne, Camilla",ja,4/5/2022,64.1,1.8,1.9,63.2,,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2773,Jan-70,,2022-01-1086-1,2,Salmonella,,Salmonella-overvaakning-NRL,ja,"Bjarne, Camilla",ja,4/5/2022,81.7,1.8,2,83.2,,,#97,4/7/2022,,04/22-CAB,,,Kastet 29.08.2023,,
2774,N01-01,,2017-04-35560-k10,1,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,679,1.9,2.1,226,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2775,N01-02,,2017-04-35561-k6,2,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,292.6,1.9,2.1,232.9,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2776,N01-03,,2017-04-36024-k1,3,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,119.1,1.9,1.6,101.5,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2777,N01-04,,2017-04-41294-k2,4,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,166.7,1.9,1.9,161.1,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2778,N01-05,,2017-04-41298-k4,5,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,162.4,1.9,2,147,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2779,N01-06,,2017-04-41364-k5,6,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,168.4,1.9,2.1,161.9,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2780,N01-07,,2017-04-41369-k6,7,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,105.5,1.9,2,100.1,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2781,N01-08,,2017-04-41371-k3,8,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,385.9,1.9,1.9,177.7,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2782,N01-09,,2017-04-41375-k8,9,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,165.7,1.9,1.8,138.8,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2783,N01-10,,2017-04-41381-k5,10,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,164,1.9,2,166.4,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2784,N01-11,,2017-04-41393-k9,11,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,170.6,1.9,2.1,159.3,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2785,N01-12,,2017-04-41405-K3,12,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,124.1,1.9,2.1,126.8,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2786,N01-13,,2017-04-41409-k6,13,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,218.4,1.9,2,182.8,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
2787,N01-14,,2017-04-41416-k8,14,E.coli/STEC,Hjort,SEQ-TECH-Ecoli,ja,Camilla/Gro/Eve,ja,4/12/2022,95,1.9,2,106.3,DNAmål20220419WHS,LP20220420WHS_run98,#98,4/20/2022,,internfakturert SEQ-TECH 04/2022/CAB,,,Kastet 29.08.2023,,
